,NSAID,ISDSS,INED,IAUNAME,RA,DEC,Z,ZDIST,SERSIC_BA,SERSIC_PHI,PETRO_THETA,PETRO_BA90,PETRO_PHI90,PETRO_BA50,PETRO_PHI50,RUN,CAMCOL,FIELD,RERUN,ELPETRO_MASS,SERSIC_MASS,montage_angle,original_angle,angle
20902016,662792,-1,-1,b'J114208.30+125629.0',175.53388129273293,12.941274510519836,0.020523570477962494,0.02032974176108837,0.4288388788700104,36.042755126953125,23.426532745361328,0.5004307627677917,36.965484619140625,0.7341433167457581,32.4923095703125,3804,5,120,b'301',2006936448.0,2030739840.0,2.4486842286804844,-2.2642014643648554,2.4486842286804844
20902017,693637,-1,-1,b'J120825.10+100112.0',182.10667770936996,10.016278464976073,0.020525207743048668,0.020310627296566963,0.7251848578453064,160.989501953125,25.091819763183594,0.7848386168479919,159.05209350585938,0.8665751814842224,173.14666748046875,3031,4,412,b'301',2144801280.0,3200767488.0,0.36227122105516263,0.8847316720662606,0.36227122105516263
20902018,328888,334142,112874,b'J120404.32+065430.5',181.01798190068845,6.908498338454737,0.020533209666609764,0.020277544856071472,0.6261096000671387,115.90359497070312,25.091819763183594,0.6778246164321899,116.00808715820312,0.808948278427124,114.40512084960938,5973,2,131,b'301',2623742208.0,3688667136.0,1.63024914332355,1.630480413727933,1.63024914332355
20902019,536770,542351,86202,b'J103456.78+152837.1',158.73661581891903,15.4769703837268,0.020539186894893646,0.02029709704220295,0.8285468816757202,80.58993530273438,9.760001182556152,0.8896912932395935,84.95352172851562,0.8827255964279175,88.84494018554688,5360,3,86,b'301',1880724096.0,2685282560.0,1.5222999964877126,3.092776478735106,1.5222999964877126
20902020,648012,-1,-1,b'J085723.29+171714.0',134.3483349032179,17.288004642332417,0.02054416574537754,0.02043408714234829,0.565879225730896,84.7996826171875,13.264392852783203,0.6407284140586853,85.5233154296875,0.608725905418396,78.91989135742188,5125,5,44,b'301',3446590976.0,2699205376.0,1.280410833235146,2.883507610799049,1.280410833235146
20902021,516249,521826,96084,b'J110831.42+163524.9',167.1310134990583,16.590317496092137,0.020556148141622543,0.02037373185157776,0.8270723223686218,91.37686157226562,14.239108085632324,0.8594703674316406,91.67678833007812,0.91108638048172,106.02029418945312,5381,3,88,b'301',1305572096.0,2285159680.0,1.450249141043462,3.021434496395608,1.450249141043462
20902022,414332,419683,77782,b'J100759.89+303215.8',151.9995627020551,30.537728488808764,0.020591113716363907,0.020595142617821693,0.6352072954177856,116.85552978515625,17.59708023071289,0.7014558911323547,117.28414916992188,0.762484073638916,112.68838500976562,4576,4,261,b'301',5364855808.0,6094570496.0,1.4438118548459158,2.405530304170675,1.4438118548459158
20902023,422374,427727,120762,b'J123302.36+392510.6',188.25986016340602,39.41959351858909,0.020602237433195114,0.02082243002951145,0.8381529450416565,177.10137939453125,14.906152725219727,0.8740266561508179,177.021728515625,0.9518026113510132,139.90005493164062,4469,2,465,b'301',1809351552.0,2544375040.0,1.6743300967100694,1.6743300967100694,1.6743300967100694
20902024,522954,528531,107000,b'J114325.32+250019.5',175.8555494585254,25.005431581972427,0.020609280094504356,0.020531103014945984,0.8276339769363403,78.2193603515625,16.906091690063477,0.8646765351295471,75.49090576171875,0.9188849329948425,55.066741943359375,5116,4,47,b'301',2470862592.0,4184928512.0,1.733781639752676,-2.979173872580544,1.733781639752676
20902025,316963,322207,58958,b'J084128.20+273802.5',130.3675554329124,27.634017522641727,0.020634528249502182,0.0206304844468832,0.6950317025184631,166.72055053710938,13.52429485321045,0.7491252422332764,166.56982421875,0.8243447542190552,162.34567260742188,3635,3,134,b'301',2612163072.0,2428486656.0,1.2506886768266727,1.2506886768266727,1.2506886768266727
20902026,328606,333859,109442,b'J115140.25+064227.1',177.91774342600263,6.707542374447298,0.02063784934580326,0.020356185734272003,0.5776909589767456,167.7490234375,10.695853233337402,0.6519080400466919,167.22943115234375,0.8591047525405884,164.64776611328125,3841,2,87,b'301',5461915648.0,5537232384.0,0.2083274109084114,1.778918961881112,0.2083274109084114
20902027,363519,368857,94918,b'J110500.58+145341.8',166.2524662759224,14.89501671930492,0.020653489977121353,0.020433897152543068,0.6047956943511963,163.3009033203125,13.916864395141602,0.6854411959648132,163.01950073242188,0.8984689116477966,168.6932373046875,4344,5,182,b'301',3665155584.0,4942704128.0,0.22268190588342204,1.7935268810044258,0.22268190588342204
20902028,683504,-1,-1,b'J145034.79+244933.9',222.64243207507323,24.821208148360153,0.020673466846346855,0.020814239978790283,0.46825623512268066,104.8441162109375,20.148651123046875,0.5337438583374023,104.66403198242188,0.761614978313446,100.39031982421875,4646,4,186,b'301',1400557184.0,1798014336.0,1.6479582846281924,-3.0637031447989527,1.6479582846281924
20902029,658107,-1,-1,b'J111006.99+071710.9',167.533441660728,7.286529186971467,0.020675387233495712,0.020365852862596512,0.8987987041473389,2.995025634765625,15.874658584594727,0.9239876866340637,177.35263061523438,0.9606243371963501,175.03628540039062,3841,4,19,b'301',1457054592.0,1783403136.0,0.007338110096953759,1.5779492604446996,0.007338110096953759
20902030,243495,248038,53058,b'J080611.59+250043.4',121.54836711952065,25.012039947177385,0.02070987969636917,0.02071249857544899,0.9497948884963989,93.5572509765625,22.250505447387695,0.9656184315681458,100.18817138671875,0.967950165271759,89.86318969726562,3605,5,87,b'301',2497470464.0,2886921216.0,0.7243095855816383,2.2956151966331735,0.7243095855816383
20902031,18768,18780,111093,b'J115726.54-021451.8',179.36064450335195,-2.247779835748964,0.020732900127768517,0.020301543176174164,0.5368243455886841,42.94781494140625,15.604446411132812,0.6196060180664062,42.95649719238281,0.7573726773262024,44.07878112792969,1140,4,177,b'301',1590951808.0,2380138240.0,2.3958303090095074,-2.316287917963135,2.3958303090095074
20902032,693483,-1,-1,b'J114809.00+125444.9',177.03617506852555,12.914728114337436,0.02073543146252632,0.02050911635160446,0.6174829602241516,117.0400390625,25.23582649230957,0.6596269607543945,119.41702270507812,0.7124137282371521,113.69378662109375,3804,5,130,b'301',2405952256.0,3255946752.0,1.0381985013858848,2.6085735167369295,1.0381985013858848
20902033,516338,521915,95584,b'J110707.04+165625.3',166.7793271755608,16.94037599204914,0.020742395892739296,0.02052922733128071,0.8752117156982422,170.692626953125,15.338831901550293,0.8931721448898315,171.42376708984375,0.9513941407203674,156.65786743164062,5381,4,86,b'301',1558801920.0,2136000512.0,0.06208060609844498,1.632469282728777,0.06208060609844498
20902034,301629,306835,134392,b'J131614.69+412940.0',199.06126495364202,41.494450068087076,0.02074509672820568,0.02101418934762478,0.5477104783058167,71.548583984375,15.426863670349121,0.6230626106262207,71.4437255859375,0.6849832534790039,84.32366943359375,3893,3,245,b'301',6286550528.0,5093071360.0,-2.7304613067039547,-2.7304613067039547,-2.7304613067039547
20902035,537077,542658,87084,b'J103725.34+180404.2',159.3556392291982,18.06784507350175,0.020745379850268364,0.020496662706136703,0.6834535598754883,76.3375244140625,8.72055435180664,0.7415094375610352,74.19891357421875,0.8279459476470947,67.19662475585938,5312,3,179,b'301',4143395072.0,3168446720.0,1.685138463718132,-3.026846097655432,1.685138463718132
20902036,481272,486640,121868,b'J123741.18+264227.5',189.42164656592408,26.707641460810297,0.020761102437973022,0.020770207047462463,0.767082154750824,135.25454711914062,10.757237434387207,0.8083391785621643,136.5152587890625,0.9557346701622009,88.46597290039062,5087,2,242,b'301',4765899264.0,5436410880.0,2.421444870834543,2.421444870834543,2.421444870834543
20902037,515576,521153,95542,b'J110658.99+230022.7',166.74580720639898,23.00632317886422,0.02080661617219448,0.020622756332159042,0.7198525667190552,178.52670288085938,22.250505447387695,0.7196403741836548,1.3152618408203125,0.9215888977050781,17.00311279296875,5140,1,100,b'301',2217371392.0,2856996864.0,2.983715676232487,-1.7277248425462572,2.983715676232487
20902038,516110,521687,96989,b'J111103.44+191129.7',167.7643617588036,19.19156358762896,0.02080814726650715,0.020608801394701004,0.6530912518501282,103.94613647460938,12.340964317321777,0.759444534778595,105.48550415039062,0.9326368570327759,118.09890747070312,5313,4,58,b'301',4896049664.0,5759505920.0,1.2132731968615627,2.784213706577272,1.2132731968615627
20902039,516753,522330,98556,b'J111543.43+220507.6',168.93097537835496,22.08548688993066,0.020819369703531265,0.020645352080464363,0.7900917530059814,85.67401123046875,15.164274215698242,0.8700871467590332,87.70040893554688,0.9050126671791077,92.416259765625,5183,4,250,b'301',3545724160.0,4522876928.0,1.5016935174342805,3.0728135886973496,1.5016935174342805
20902040,508084,513603,62138,b'J090007.90+165526.4',135.0330025923482,16.924031382141354,0.02083258517086506,0.020670805126428604,0.6435832381248474,56.36871337890625,25.52631950378418,0.7438355684280396,57.49822998046875,0.7875719666481018,47.582183837890625,5137,4,148,b'301',1589055360.0,2898138880.0,1.7887044036814796,-2.9237420406706494,1.7887044036814796
20902041,693002,-1,-1,b'J114103.29+101333.9',175.26580963271414,10.225356546527294,0.020861567929387093,0.02057170309126377,0.7321236729621887,54.45477294921875,29.03896141052246,0.7734947204589844,51.31817626953125,0.8549997806549072,46.161773681640625,3525,4,136,b'301',3624493312.0,5027799552.0,2.2086696181322027,-2.5032646935627207,2.2086696181322027
20902042,498582,503987,93433,b'J105952.49+251633.4',164.9687629037871,25.275964348575545,0.0208722073584795,0.020701009780168533,0.6207258105278015,73.31390380859375,9.805012702941895,0.6929561495780945,73.992431640625,0.8768925070762634,85.11798095703125,5087,2,95,b'301',1653582848.0,3244445184.0,-3.0471321575626744,-3.0471321575626744,-3.0471321575626744
20902043,276441,281634,152933,b'J141936.98+381403.3',214.90402168449873,38.23424386618236,0.020877070724964142,0.021146899089217186,0.715216338634491,110.01861572265625,26.722126007080078,0.8823991417884827,108.54708862304688,0.728775143623352,112.78668212890625,3919,3,81,b'301',1732319488.0,2124065664.0,1.6574290428679916,-3.055025732370838,1.6574290428679916
20902044,146675,150482,100796,b'J112208.13+044134.1',170.53391753980193,4.692808732283265,0.020885657519102097,0.02052055485546589,0.8751866817474365,153.2711181640625,10.100943565368652,0.887021541595459,150.96212768554688,0.890886127948761,155.66180419921875,2126,3,343,b'301',4023890176.0,4632227840.0,0.48650881311663263,2.0571135297309704,0.48650881311663263
20902045,401653,407002,51926,b'J080007.11+552058.8',120.02962009450384,55.34966053770003,0.020925290882587433,0.021331455558538437,0.835609495639801,7.10272216796875,14.835650444030762,0.875805675983429,6.5271453857421875,0.9208216667175293,55.83692932128906,4294,6,108,b'301',1551285632.0,2611305472.0,-2.8136534277271186,-2.8111309231988835,-2.8136534277271186
20902046,157976,162030,96580,b'J111001.48+522313.6',167.50615188218043,52.387133081877074,0.020938273519277573,0.021228959783911705,0.8050767779350281,21.703338623046875,17.69807243347168,0.7909942865371704,26.871292114257812,0.860971212387085,36.201904296875,2883,6,130,b'301',2171879168.0,2430457856.0,2.199007223714809,-2.5025666719172963,2.199007223714809
20902047,524169,529746,110959,b'J115657.95+240746.0',179.24153041880862,24.12946113960497,0.022074123844504356,0.021845079958438873,0.44118815660476685,163.43991088867188,13.349513053894043,0.5292374491691589,162.84414672851562,0.7080427408218384,156.4771728515625,5224,2,172,b'301',3584545792.0,3817057280.0,0.2839979207407848,1.8541013755467703,0.2839979207407848
20902048,482412,487781,128288,b'J125837.28+271035.8',194.65534007021677,27.176555497502708,0.02556808665394783,0.025452692061662674,0.7105258703231812,12.27130126953125,8.659976959228516,0.7503857016563416,16.785186767578125,0.8183736801147461,23.294464111328125,5087,4,273,b'301',3324920576.0,2620117504.0,2.892351634682972,-1.819654734836639,2.892351634682972
20902049,491467,496840,65772,b'J091704.13+200536.5',139.2672393101526,20.093494509880166,0.02893153391778469,0.028662560507655144,0.6755577325820923,82.31146240234375,12.012248039245605,0.7926886081695557,79.13754272460938,0.8143694400787354,91.118896484375,5080,4,174,b'301',10702539776.0,19820480512.0,1.4122838372549782,2.982553772415,1.4122838372549782
20902050,686690,-1,-1,b'J161941.70+374821.9',244.924926270816,37.80630071493236,0.030684618279337883,0.031105542555451393,0.7064937353134155,63.376373291015625,16.05739402770996,0.7724819183349609,67.9488525390625,0.8238068222999573,58.44960021972656,3187,3,129,b'301',8120612864.0,14309747712.0,1.1278409924362494,-2.0127883557466415,1.1278409924362494
20902051,101232,104563,184536,b'J165424.85+374956.5',253.60355196355133,37.832355493470224,0.0323021374642849,0.03279929235577583,0.5348408222198486,81.7784423828125,9.933680534362793,0.6108766198158264,82.28652954101562,0.7710994482040405,88.19985961914062,2335,3,53,b'301',11651310592.0,8519602176.0,1.1112771795589655,-2.0310432288206774,1.1112771795589655
20902052,287921,293121,177659,b'J161522.53+304636.7',243.84394207422565,30.776893576366906,0.03231729567050934,0.032639943063259125,0.8180439472198486,50.8966064453125,13.634326934814453,0.8388842940330505,49.94413757324219,0.9078057408332825,51.606231689453125,3926,6,117,b'301',2710927360.0,3343714048.0,2.879079069432565,-1.832605575261539,2.879079069432565
20902053,489813,495185,60985,b'J085330.59+203526.1',133.37745618124882,20.59061679436575,0.03353974223136902,0.033306870609521866,0.7501339316368103,117.87850952148438,12.699185371398926,0.8111165165901184,128.19451904296875,0.7908034920692444,107.44296264648438,5071,5,132,b'301',8702594048.0,12376803328.0,0.5329069690451016,2.10317099268296,0.5329069690451016
20902054,574420,580045,156674,b'J143445.52+632935.3',218.68971472993428,63.493164386523894,0.03456515446305275,0.03512532263994217,0.5647169947624207,9.387176513671875,12.398714065551758,0.6393154263496399,10.148162841796875,0.7741058468818665,5.5702972412109375,1412,3,265,b'301',9071645696.0,11986869248.0,-2.9867142370485307,-1.4132277087677496,-2.9867142370485307
20902055,685852,-1,-1,b'J154840.20+204105.0',237.1701637660829,20.688718223303972,0.036670174449682236,0.03678940236568451,0.8162491321563721,41.151611328125,23.027772903442383,0.8460568189620972,39.19001770019531,0.9331666827201843,43.906707763671875,4671,2,60,b'301',7151323648.0,6689623040.0,2.8630535829900747,-1.8489358552508854,2.8630535829900747
20902056,393042,398381,175961,b'J160821.82+044320.6',242.0908773186663,4.72224812336782,0.03687869757413864,0.0368216335773468,0.3739412724971771,23.826141357421875,9.522998809814453,0.4999566674232483,24.674591064453125,0.676275372505188,17.03472900390625,3910,5,212,b'301',1335389056.0,1858140800.0,2.819729760875671,-1.8562470524156083,2.819729760875671
20902057,444954,450315,139408,b'J133018.78+323052.0',202.57828511394442,32.51442550841145,0.03729597479104996,0.037313785403966904,0.8649408221244812,119.0294189453125,13.916864395141602,0.9357088804244995,112.51376342773438,0.8367282748222351,109.58502197265625,4576,1,547,b'301',11077753856.0,16162016256.0,1.4087552831736505,2.978399626419234,1.4087552831736505
20902058,444628,449989,112458,b'J120245.62+390546.5',180.69011383040888,39.096250215729356,0.037345804274082184,0.03738279640674591,0.8866236805915833,19.78173828125,17.799644470214844,0.9133927226066589,16.910568237304688,0.8864312171936035,15.767364501953125,3900,2,352,b'301',17643180032.0,24018388992.0,2.720256240704464,-1.9914766498055374,2.720256240704464
20902059,496270,501675,85052,b'J103102.91+234503.2',157.76208148490815,23.75092900033077,0.03761991485953331,0.03736471012234688,0.7003381848335266,76.641845703125,18.42143440246582,0.7852605581283569,74.24679565429688,0.8201562762260437,76.76119995117188,5140,6,47,b'301',3434455552.0,5450246144.0,1.6105364659588002,-3.102356294854873,1.6105364659588002
20902060,427940,433296,104393,b'J113405.58+363624.5',173.52323303713638,36.60680875982343,0.038475748151540756,0.03845364600419998,0.6794151067733765,111.798583984375,8.659976959228516,0.7390133738517761,113.23355102539062,0.7788997888565063,119.4615478515625,4392,3,172,b'301',5448930304.0,6475576320.0,2.6886237147556478,2.6886237147556478,2.6886237147556478
20902061,302321,307527,143603,b'J134404.10+451837.0',206.0170872348466,45.31030010529049,0.038647592067718506,0.038891855627298355,0.6289495825767517,11.2891845703125,8.605422973632812,0.739396333694458,7.4000701904296875,0.8369190692901611,12.541778564453125,3716,3,136,b'301',8119351296.0,10648806400.0,-3.056807773903784,-1.4859365283184596,-3.056807773903784
20902062,312912,318148,179455,b'J162427.80+251102.3',246.1158693178744,25.183995375471973,0.03903412073850632,0.03930509090423584,0.6878412365913391,43.52569580078125,18.28284454345703,0.7508446574211121,42.43052673339844,0.8363736271858215,39.837799072265625,3997,2,80,b'301',11539672064.0,98703343616.0,3.01930676757177,-1.6924655782164477,3.01930676757177
20902063,685725,-1,-1,b'J154150.80+055132.9',235.45981306802435,5.853726984384072,0.039988767355680466,0.039876967668533325,0.9009464383125305,1.949737548828125,25.986997604370117,0.8461090922355652,147.24636840820312,0.9004414677619934,28.730377197265625,3910,6,167,b'301',26006657024.0,66192101376.0,0.6749586839917998,2.2457072108033693,0.6749586839917998
20902064,554383,559967,149957,b'J140814.24+161012.6',212.05939100793955,16.170170949843584,0.040496040135622025,0.04031744226813316,0.7054718136787415,139.781982421875,10.923637390136719,0.7313803434371948,135.88006591796875,0.7076958417892456,136.92095947265625,5326,5,80,b'301',17501573120.0,19816669184.0,2.49836498993519,2.49836498993519,2.49836498993519
20902065,505233,510645,-1,b'J082127.82+122333.3',125.36592882202814,12.392604825166115,0.04164353758096695,0.04132624343037605,0.615401566028595,133.14834594726562,11.440032958984375,0.755061686038971,136.9111328125,0.7137078642845154,132.72525024414062,5194,5,80,b'301',18064361472.0,23400290304.0,1.997751912344775,1.997751912344775,1.997751912344775
20902066,31329,31786,215557,b'J233343.39-003410.5',353.43080049115906,-0.5695989513112549,0.04172463342547417,0.04234330356121063,0.6900619864463806,80.09869384765625,12.59658432006836,0.8304717540740967,86.43194580078125,0.794552743434906,81.66897583007812,4874,2,377,b'301',22723426304.0,30976657408.0,-3.0795635775139782,-3.0795635775139782,-3.0795635775139782
20902067,501238,506643,85266,b'J103145.55+220437.8',157.93982119758758,22.07716642050161,0.04206610843539238,0.04178182780742645,0.7364910840988159,101.80621337890625,7.415717124938965,0.792640209197998,100.56146240234375,0.8510174751281738,98.250732421875,5140,2,46,b'301',7794501632.0,9255871488.0,2.7772738066629477,2.7772738066629477,2.7772738066629477
20902068,461519,466882,165255,b'J151502.06+224554.5',228.75860575223666,22.765151402335018,0.043681591749191284,0.04374969005584717,0.9034588932991028,117.08575439453125,11.455018043518066,0.9168447256088257,114.22097778320312,0.8937586545944214,94.04922485351562,4649,4,291,b'301',4941113856.0,7136299008.0,1.5306945317803615,3.1021800670675095,1.5306945317803615
